"Country","Day","Confirmed"
"Taiwan",1,1
"Taiwan",2,1
"Taiwan",3,3
"Taiwan",4,3
"Taiwan",5,4
"Taiwan",6,5
"Taiwan",7,8
"Taiwan",8,8
"Taiwan",9,9
"Taiwan",10,10
"Taiwan",11,10
"Taiwan",12,10
"Taiwan",13,10
"Taiwan",14,11
"Taiwan",15,11
"Taiwan",16,16
"Taiwan",17,16
"Taiwan",18,17
"Taiwan",19,18
"Taiwan",20,18
"Taiwan",21,18
"Taiwan",22,18
"Taiwan",23,18
"Taiwan",24,18
"Taiwan",25,18
"Taiwan",26,20
"Taiwan",27,22
"Taiwan",28,22
"Taiwan",29,23
"Taiwan",30,24
"Taiwan",31,26
"Taiwan",32,26
"Taiwan",33,28
"Taiwan",34,30
"Taiwan",35,31
"Taiwan",36,32
"Taiwan",37,32
"Taiwan",38,34
"Taiwan",39,39
"Taiwan",40,40
"Taiwan",41,41
"Taiwan",42,42
"Taiwan",43,42
"Taiwan",44,44
"Taiwan",45,45
"Taiwan",46,45
"Taiwan",47,45
