"Country","Day","Confirmed"
"Ireland",1,1
"Ireland",2,1
"Ireland",3,1
"Ireland",4,2
"Ireland",5,6
"Ireland",6,6
"Ireland",7,18
"Ireland",8,18
"Ireland",9,19
"Ireland",10,21
"Ireland",11,34
"Ireland",12,43
"Ireland",13,43
"Ireland",14,90
"Ireland",15,129
"Ireland",16,129
