"Country","Day","Confirmed"
"Switzerland",-20.4601307189542,1
"Switzerland",-19.4601307189542,8
"Switzerland",-18.4601307189542,8
"Switzerland",-17.4601307189542,18
"Switzerland",-16.4601307189542,27
"Switzerland",-15.4601307189542,42
"Switzerland",-14.4601307189542,56
"Switzerland",-13.4601307189542,90
"Switzerland",-12.4601307189542,114
"Switzerland",-11.4601307189542,214
"Switzerland",-10.4601307189542,268
"Switzerland",-9.46013071895425,337
"Switzerland",-8.46013071895425,374
"Netherlands",-21.4601307189542,1
"Netherlands",-20.4601307189542,1
"Netherlands",-19.4601307189542,6
"Netherlands",-18.4601307189542,10
"Netherlands",-17.4601307189542,18
"Netherlands",-16.4601307189542,24
"Netherlands",-15.4601307189542,38
"Netherlands",-14.4601307189542,82
"Netherlands",-13.4601307189542,128
"Netherlands",-12.4601307189542,188
"Netherlands",-11.4601307189542,265
"Netherlands",-10.4601307189542,321
