"Country","Day","Confirmed"
"Philippines",9.31594936708861,3
"Singapore",16.3159493670886,89
"Vietnam",16.3159493670886,16
"France",15.3159493670886,12
"Nepal",14.3159493670886,1
"Canada",13.3159493670886,10
"Cambodia",12.3159493670886,1
"Sri Lanka",12.3159493670886,1
"Germany",11.3159493670886,16
"Finland",10.3159493670886,1
"United Arab Emirates",10.3159493670886,13
"India",9.31594936708861,3
"Italy",8.31594936708861,229
"Russia",8.31594936708861,2
"Sweden",8.31594936708861,1
"UK",8.31594936708861,13
"Spain",7.31594936708861,2
"Belgium",4.31594936708861,1
"Others",1.31594936708861,691
"Egypt",-5.68405063291139,1
"Iran",-10.6840506329114,61
"Israel",-12.6840506329114,1
"Lebanon",-12.6840506329114,1
"Iraq",-15.6840506329114,1
"Afghanistan",-15.6840506329114,1
"Bahrain",-15.6840506329114,1
"Kuwait",-15.6840506329114,1
"Oman",-15.6840506329114,2
"Hong Kong",17.3159493670886,84
"Japan",18.3159493670886,170
"Macau",18.3159493670886,10
"Mainland China",18.3159493670886,77660
"South Korea",18.3159493670886,977
"Taiwan",18.3159493670886,31
"Thailand",18.3159493670886,37
"US",18.3159493670886,53
"Australia",15.3159493670886,22
"Malaysia",15.3159493670886,22
"Philippines",10.3159493670886,3
"Singapore",17.3159493670886,91
"Vietnam",17.3159493670886,16
"France",16.3159493670886,14
"Nepal",15.3159493670886,1
"Canada",14.3159493670886,11
"Cambodia",13.3159493670886,1
"Sri Lanka",13.3159493670886,1
"Germany",12.3159493670886,17
"Finland",11.3159493670886,1
"United Arab Emirates",11.3159493670886,13
"India",10.3159493670886,3
"Italy",9.31594936708861,322
"Russia",9.31594936708861,2
"Sweden",9.31594936708861,1
"UK",9.31594936708861,13
"Spain",8.31594936708861,6
"Belgium",5.31594936708861,1
"Others",2.31594936708861,691
"Egypt",-4.68405063291139,1
"Iran",-9.68405063291139,95
"Israel",-11.6840506329114,1
"Lebanon",-11.6840506329114,1
"Iraq",-14.6840506329114,1
"Afghanistan",-14.6840506329114,1
"Bahrain",-14.6840506329114,23
"Kuwait",-14.6840506329114,11
"Oman",-14.6840506329114,2
"Algeria",-15.6840506329114,1
"Austria",-15.6840506329114,2
"Croatia",-15.6840506329114,1
"Switzerland",-15.6840506329114,1
"Hong Kong",18.3159493670886,91
"Japan",19.3159493670886,189
"Macau",19.3159493670886,10
"Mainland China",19.3159493670886,78065
"South Korea",19.3159493670886,1261
"Taiwan",19.3159493670886,32
"Thailand",19.3159493670886,40
"US",19.3159493670886,59
"Australia",16.3159493670886,22
"Brazil",-15.6840506329114,1
"Malaysia",16.3159493670886,22
"Philippines",11.3159493670886,3
"Singapore",18.3159493670886,93
"Vietnam",18.3159493670886,16
"France",17.3159493670886,18
"Nepal",16.3159493670886,1
"Canada",15.3159493670886,11
"Cambodia",14.3159493670886,1
"Sri Lanka",14.3159493670886,1
"Germany",13.3159493670886,27
"Finland",12.3159493670886,2
"United Arab Emirates",12.3159493670886,13
"India",11.3159493670886,3
"Italy",10.3159493670886,453
"Russia",10.3159493670886,2
"Sweden",10.3159493670886,2
"UK",10.3159493670886,13
"Spain",9.31594936708861,13
"Belgium",6.31594936708861,1
"Others",3.31594936708861,705
"Egypt",-3.68405063291139,1
"Iran",-8.68405063291139,139
"Israel",-10.6840506329114,2
"Lebanon",-10.6840506329114,2
"Iraq",-13.6840506329114,5
"Afghanistan",-13.6840506329114,1
"Bahrain",-13.6840506329114,33
"Kuwait",-13.6840506329114,26
"Oman",-13.6840506329114,4
"Algeria",-14.6840506329114,1
"Austria",-14.6840506329114,2
"Croatia",-14.6840506329114,3
"Switzerland",-14.6840506329114,1
"Georgia",-15.6840506329114,1
"Greece",-15.6840506329114,1
"North Macedonia",-15.6840506329114,1
"Norway",-15.6840506329114,1
"Pakistan",-15.6840506329114,2
"Romania",-15.6840506329114,1
"Hong Kong",19.3159493670886,92
"Japan",20.3159493670886,214
"Macau",20.3159493670886,10
"Mainland China",20.3159493670886,78498
"South Korea",20.3159493670886,1766
"Taiwan",20.3159493670886,32
"Thailand",20.3159493670886,40
"US",20.3159493670886,60
"Australia",17.3159493670886,23
"Brazil",-14.6840506329114,1
"Malaysia",17.3159493670886,23
"Philippines",12.3159493670886,3
"Singapore",19.3159493670886,93
"Vietnam",19.3159493670886,16
"France",18.3159493670886,38
"Nepal",17.3159493670886,1
"Canada",16.3159493670886,13
"Cambodia",15.3159493670886,1
"Sri Lanka",15.3159493670886,1
"Germany",14.3159493670886,46
"Finland",13.3159493670886,2
"United Arab Emirates",13.3159493670886,13
"India",12.3159493670886,3
"Italy",11.3159493670886,655
"Russia",11.3159493670886,2
"Sweden",11.3159493670886,7
"UK",11.3159493670886,15
"Spain",10.3159493670886,15
"Belgium",7.31594936708861,1
"Others",4.31594936708861,705
"Egypt",-2.68405063291139,1
"Iran",-7.68405063291139,245
"Israel",-9.68405063291139,3
"Lebanon",-9.68405063291139,2
"Iraq",-12.6840506329114,7
"Afghanistan",-12.6840506329114,1
"Bahrain",-12.6840506329114,33
"Kuwait",-12.6840506329114,43
"Oman",-12.6840506329114,4
"Algeria",-13.6840506329114,1
"Austria",-13.6840506329114,3
"Croatia",-13.6840506329114,3
"Switzerland",-13.6840506329114,8
"Georgia",-14.6840506329114,1
"Greece",-14.6840506329114,3
"North Macedonia",-14.6840506329114,1
"Norway",-14.6840506329114,1
"Pakistan",-14.6840506329114,2
"Romania",-14.6840506329114,1
"Denmark",-15.6840506329114,1
"Estonia",-15.6840506329114,1
"Netherlands",-15.6840506329114,1
"San Marino",-15.6840506329114,1
"Hong Kong",20.3159493670886,94
"Japan",21.3159493670886,228
"Macau",21.3159493670886,10
"Mainland China",21.3159493670886,78824
"South Korea",21.3159493670886,2337
"Taiwan",21.3159493670886,34
"Thailand",21.3159493670886,41
"US",21.3159493670886,62
"Australia",18.3159493670886,23
"Brazil",-13.6840506329114,1
"Malaysia",18.3159493670886,23
"Mexico",-15.6840506329114,1
"Philippines",13.3159493670886,3
"Singapore",20.3159493670886,93
"Vietnam",20.3159493670886,16
"France",19.3159493670886,57
"Nepal",18.3159493670886,1
"Canada",17.3159493670886,14
"Cambodia",16.3159493670886,1
"Sri Lanka",16.3159493670886,1
"Germany",15.3159493670886,48
"Finland",14.3159493670886,2
"United Arab Emirates",14.3159493670886,19
"India",13.3159493670886,3
"Italy",12.3159493670886,888
"Russia",12.3159493670886,2
"Sweden",12.3159493670886,7
"UK",12.3159493670886,20
"Spain",11.3159493670886,32
"Belgium",8.31594936708861,1
"Others",5.31594936708861,705
"Egypt",-1.68405063291139,1
"Iran",-6.68405063291139,388
"Israel",-8.68405063291139,4
"Lebanon",-8.68405063291139,2
"Iraq",-11.6840506329114,7
"Afghanistan",-11.6840506329114,1
"Bahrain",-11.6840506329114,36
"Kuwait",-11.6840506329114,45
"Oman",-11.6840506329114,4
"Algeria",-12.6840506329114,1
"Austria",-12.6840506329114,3
"Croatia",-12.6840506329114,5
"Switzerland",-12.6840506329114,8
"Georgia",-13.6840506329114,1
"Greece",-13.6840506329114,4
"North Macedonia",-13.6840506329114,1
"Norway",-13.6840506329114,6
"Pakistan",-13.6840506329114,2
"Romania",-13.6840506329114,3
"Denmark",-14.6840506329114,1
"Estonia",-14.6840506329114,1
"Netherlands",-14.6840506329114,1
"San Marino",-14.6840506329114,1
" Azerbaijan",-15.6840506329114,1
"Belarus",-15.6840506329114,1
"Iceland",-15.6840506329114,1
"Lithuania",-15.6840506329114,1
"New Zealand",-15.6840506329114,1
"Nigeria",-15.6840506329114,1
"North Ireland",-15.6840506329114,1
"Hong Kong",21.3159493670886,95
"Japan",22.3159493670886,241
"Macau",22.3159493670886,10
"Mainland China",22.3159493670886,79251
"South Korea",22.3159493670886,3150
"Taiwan",22.3159493670886,39
"Thailand",22.3159493670886,42
"US",22.3159493670886,70
"Australia",19.3159493670886,25
"Brazil",-12.6840506329114,2
"Malaysia",19.3159493670886,25
"Mexico",-14.6840506329114,4
"Philippines",14.3159493670886,3
"Singapore",21.3159493670886,102
"Vietnam",21.3159493670886,16
"France",20.3159493670886,100
"Nepal",19.3159493670886,1
"Canada",18.3159493670886,20
"Cambodia",17.3159493670886,1
"Sri Lanka",17.3159493670886,1
"Germany",16.3159493670886,79
"Finland",15.3159493670886,3
"United Arab Emirates",15.3159493670886,21
"India",14.3159493670886,3
"Italy",13.3159493670886,1128
"Russia",13.3159493670886,2
"Sweden",13.3159493670886,12
"UK",13.3159493670886,23
"Spain",12.3159493670886,45
"Belgium",9.31594936708861,1
"Others",6.31594936708861,705
"Egypt",-0.684050632911394,1
"Iran",-5.68405063291139,593
"Israel",-7.68405063291139,7
"Lebanon",-7.68405063291139,4
"Iraq",-10.6840506329114,13
"Afghanistan",-10.6840506329114,1
"Bahrain",-10.6840506329114,41
"Kuwait",-10.6840506329114,45
"Oman",-10.6840506329114,6
"Algeria",-11.6840506329114,1
"Austria",-11.6840506329114,9
"Croatia",-11.6840506329114,6
"Switzerland",-11.6840506329114,18
"Georgia",-12.6840506329114,1
"Greece",-12.6840506329114,4
"North Macedonia",-12.6840506329114,1
"Norway",-12.6840506329114,15
"Pakistan",-12.6840506329114,4
"Romania",-12.6840506329114,3
"Denmark",-13.6840506329114,3
"Estonia",-13.6840506329114,1
"Netherlands",-13.6840506329114,6
"San Marino",-13.6840506329114,1
"Belarus",-14.6840506329114,1
"Iceland",-14.6840506329114,1
"Lithuania",-14.6840506329114,1
"New Zealand",-14.6840506329114,1
"Nigeria",-14.6840506329114,1
"Ireland",-15.6840506329114,1
"Luxembourg",-15.6840506329114,1
"Monaco",-15.6840506329114,1
"Qatar",-15.6840506329114,1
"Hong Kong",22.3159493670886,96
"Japan",23.3159493670886,256
"Macau",23.3159493670886,10
"Mainland China",23.3159493670886,79826
"South Korea",23.3159493670886,3736
"Taiwan",23.3159493670886,40
"Thailand",23.3159493670886,42
"US",23.3159493670886,76
"Australia",20.3159493670886,27
"Brazil",-11.6840506329114,2
"Malaysia",20.3159493670886,29
"Mexico",-13.6840506329114,5
"Philippines",15.3159493670886,3
"Singapore",22.3159493670886,106
"Vietnam",22.3159493670886,16
"France",21.3159493670886,130
"Nepal",20.3159493670886,1
"Canada",19.3159493670886,24
"Cambodia",18.3159493670886,1
"Sri Lanka",18.3159493670886,1
"Germany",17.3159493670886,130
"Finland",16.3159493670886,6
"United Arab Emirates",16.3159493670886,21
"India",15.3159493670886,3
"Italy",14.3159493670886,1694
"Russia",14.3159493670886,2
"Sweden",14.3159493670886,14
"UK",14.3159493670886,36
"Spain",13.3159493670886,84
"Belgium",10.3159493670886,2
"Others",7.31594936708861,705
"Egypt",0.315949367088606,2
"Iran",-4.68405063291139,978
"Israel",-6.68405063291139,10
"Lebanon",-6.68405063291139,10
"Iraq",-9.68405063291139,19
"Afghanistan",-9.68405063291139,1
"Bahrain",-9.68405063291139,47
"Kuwait",-9.68405063291139,45
"Oman",-9.68405063291139,6
"Algeria",-10.6840506329114,1
"Austria",-10.6840506329114,14
"Croatia",-10.6840506329114,7
"Switzerland",-10.6840506329114,27
"Georgia",-11.6840506329114,3
"Greece",-11.6840506329114,7
"North Macedonia",-11.6840506329114,1
"Norway",-11.6840506329114,19
"Pakistan",-11.6840506329114,4
"Romania",-11.6840506329114,3
"Denmark",-12.6840506329114,4
"Estonia",-12.6840506329114,1
"Netherlands",-12.6840506329114,10
"San Marino",-12.6840506329114,1
"Belarus",-13.6840506329114,1
"Iceland",-13.6840506329114,3
"Lithuania",-13.6840506329114,1
"New Zealand",-13.6840506329114,1
"Nigeria",-13.6840506329114,1
"Ireland",-14.6840506329114,1
"Luxembourg",-14.6840506329114,1
"Monaco",-14.6840506329114,1
"Qatar",-14.6840506329114,3
"Armenia",-15.6840506329114,1
"Azerbaijan",-15.6840506329114,3
"Czech Republic",-15.6840506329114,3
"Dominican Republic",-15.6840506329114,1
"Ecuador",-15.6840506329114,6
"Hong Kong",23.3159493670886,100
"Japan",24.3159493670886,274
"Macau",24.3159493670886,10
"Mainland China",24.3159493670886,80026
"South Korea",24.3159493670886,4335
"Taiwan",24.3159493670886,41
"Thailand",24.3159493670886,43
"US",24.3159493670886,101
"Australia",21.3159493670886,30
"Brazil",-10.6840506329114,2
"Malaysia",21.3159493670886,29
"Mexico",-12.6840506329114,5
"Philippines",16.3159493670886,3
"Singapore",23.3159493670886,108
"Vietnam",23.3159493670886,16
"France",22.3159493670886,191
"Nepal",21.3159493670886,1
"Canada",20.3159493670886,27
"Cambodia",19.3159493670886,1
"Sri Lanka",19.3159493670886,1
"Germany",18.3159493670886,159
"Finland",17.3159493670886,6
"United Arab Emirates",17.3159493670886,21
"India",16.3159493670886,5
"Italy",15.3159493670886,2036
"Russia",15.3159493670886,3
"Sweden",15.3159493670886,15
"UK",15.3159493670886,40
"Spain",14.3159493670886,120
"Belgium",11.3159493670886,8
"Others",8.31594936708861,705
"Egypt",1.31594936708861,2
"Iran",-3.68405063291139,1501
"Israel",-5.68405063291139,10
"Lebanon",-5.68405063291139,13
"Iraq",-8.68405063291139,26
"Afghanistan",-8.68405063291139,1
"Bahrain",-8.68405063291139,49
"Kuwait",-8.68405063291139,56
"Oman",-8.68405063291139,6
"Algeria",-9.68405063291139,3
"Austria",-9.68405063291139,18
"Croatia",-9.68405063291139,7
"Switzerland",-9.68405063291139,42
"Georgia",-10.6840506329114,3
"Greece",-10.6840506329114,7
"North Macedonia",-10.6840506329114,1
"Norway",-10.6840506329114,25
"Pakistan",-10.6840506329114,4
"Romania",-10.6840506329114,3
"Denmark",-11.6840506329114,4
"Estonia",-11.6840506329114,1
"Netherlands",-11.6840506329114,18
"San Marino",-11.6840506329114,8
"Belarus",-12.6840506329114,1
"Iceland",-12.6840506329114,6
"Lithuania",-12.6840506329114,1
"New Zealand",-12.6840506329114,1
"Nigeria",-12.6840506329114,1
"Ireland",-13.6840506329114,1
"Luxembourg",-13.6840506329114,1
"Monaco",-13.6840506329114,1
"Qatar",-13.6840506329114,3
"Armenia",-14.6840506329114,1
"Azerbaijan",-14.6840506329114,3
"Czech Republic",-14.6840506329114,3
"Dominican Republic",-14.6840506329114,1
"Ecuador",-14.6840506329114,6
"Andorra",-15.6840506329114,1
"Indonesia",-15.6840506329114,2
"Latvia",-15.6840506329114,1
"Morocco",-15.6840506329114,1
"Portugal",-15.6840506329114,2
"Saudi Arabia",-15.6840506329114,1
"Senegal",-15.6840506329114,1
"Hong Kong",24.3159493670886,100
"Japan",25.3159493670886,293
"Macau",25.3159493670886,10
"Mainland China",25.3159493670886,80151
"South Korea",25.3159493670886,5186
"Taiwan",25.3159493670886,42
"Thailand",25.3159493670886,43
"US",25.3159493670886,122
"Australia",22.3159493670886,39
"Brazil",-9.68405063291139,2
"Malaysia",22.3159493670886,36
"Mexico",-11.6840506329114,5
"Philippines",17.3159493670886,3
"Singapore",24.3159493670886,110
"Vietnam",24.3159493670886,16
"France",23.3159493670886,204
"Nepal",22.3159493670886,1
"Canada",21.3159493670886,30
"Cambodia",20.3159493670886,1
"Sri Lanka",20.3159493670886,1
"Germany",19.3159493670886,196
"Finland",18.3159493670886,6
"United Arab Emirates",18.3159493670886,27
"India",17.3159493670886,5
"Italy",16.3159493670886,2502
"Russia",16.3159493670886,3
"Sweden",16.3159493670886,21
"UK",16.3159493670886,51
"Spain",15.3159493670886,165
"Belgium",12.3159493670886,13
"Others",9.31594936708861,706
"Egypt",2.31594936708861,2
"Iran",-2.68405063291139,2336
"Israel",-4.68405063291139,12
"Lebanon",-4.68405063291139,13
"Iraq",-7.68405063291139,32
"Afghanistan",-7.68405063291139,1
"Bahrain",-7.68405063291139,49
"Kuwait",-7.68405063291139,56
"Oman",-7.68405063291139,12
"Algeria",-8.68405063291139,5
"Austria",-8.68405063291139,21
"Croatia",-8.68405063291139,9
"Switzerland",-8.68405063291139,56
"Georgia",-9.68405063291139,3
"Greece",-9.68405063291139,7
"North Macedonia",-9.68405063291139,1
"Norway",-9.68405063291139,32
"Pakistan",-9.68405063291139,5
"Romania",-9.68405063291139,3
"Denmark",-10.6840506329114,6
"Estonia",-10.6840506329114,2
"Netherlands",-10.6840506329114,24
"San Marino",-10.6840506329114,10
"Belarus",-11.6840506329114,1
"Iceland",-11.6840506329114,11
"Lithuania",-11.6840506329114,1
"New Zealand",-11.6840506329114,1
"Nigeria",-11.6840506329114,1
"Ireland",-12.6840506329114,2
"Luxembourg",-12.6840506329114,1
"Monaco",-12.6840506329114,1
"Qatar",-12.6840506329114,7
"Armenia",-13.6840506329114,1
"Azerbaijan",-13.6840506329114,3
"Czech Republic",-13.6840506329114,5
"Dominican Republic",-13.6840506329114,1
"Ecuador",-13.6840506329114,7
"Andorra",-14.6840506329114,1
"Indonesia",-14.6840506329114,2
"Latvia",-14.6840506329114,1
"Morocco",-14.6840506329114,1
"Portugal",-14.6840506329114,2
"Saudi Arabia",-14.6840506329114,1
"Senegal",-14.6840506329114,2
"Argentina",-15.6840506329114,1
"Chile",-15.6840506329114,1
"Jordan",-15.6840506329114,1
"Ukraine",-15.6840506329114,1
"Hong Kong",25.3159493670886,105
"Japan",26.3159493670886,331
"Macau",26.3159493670886,10
"Mainland China",26.3159493670886,80271
"South Korea",26.3159493670886,5621
"Taiwan",26.3159493670886,42
"Thailand",26.3159493670886,43
"US",26.3159493670886,153
"Australia",23.3159493670886,52
"Brazil",-8.68405063291139,4
"Malaysia",23.3159493670886,50
"Mexico",-10.6840506329114,5
"Philippines",18.3159493670886,3
"Singapore",25.3159493670886,110
"Vietnam",25.3159493670886,16
"France",24.3159493670886,285
"Nepal",23.3159493670886,1
"Canada",22.3159493670886,33
"Cambodia",21.3159493670886,1
"Sri Lanka",21.3159493670886,1
"Germany",20.3159493670886,262
"Finland",19.3159493670886,6
"United Arab Emirates",19.3159493670886,27
"India",18.3159493670886,28
"Italy",17.3159493670886,3089
"Russia",17.3159493670886,3
"Sweden",17.3159493670886,35
"UK",17.3159493670886,85
"Spain",16.3159493670886,222
"Belgium",13.3159493670886,23
"Others",10.3159493670886,706
"Egypt",3.31594936708861,2
"Iran",-1.68405063291139,2922
"Israel",-3.68405063291139,15
"Lebanon",-3.68405063291139,13
"Iraq",-6.68405063291139,35
"Afghanistan",-6.68405063291139,1
"Bahrain",-6.68405063291139,52
"Kuwait",-6.68405063291139,56
"Oman",-6.68405063291139,15
"Algeria",-7.68405063291139,12
"Austria",-7.68405063291139,29
"Croatia",-7.68405063291139,10
"Switzerland",-7.68405063291139,90
"Georgia",-8.68405063291139,3
"Greece",-8.68405063291139,9
"North Macedonia",-8.68405063291139,1
"Norway",-8.68405063291139,56
"Pakistan",-8.68405063291139,5
"Romania",-8.68405063291139,4
"Denmark",-9.68405063291139,10
"Estonia",-9.68405063291139,2
"Netherlands",-9.68405063291139,38
"San Marino",-9.68405063291139,16
"Belarus",-10.6840506329114,6
"Iceland",-10.6840506329114,26
"Lithuania",-10.6840506329114,1
"New Zealand",-10.6840506329114,3
"Nigeria",-10.6840506329114,1
"Ireland",-11.6840506329114,6
"Luxembourg",-11.6840506329114,1
"Monaco",-11.6840506329114,1
"Qatar",-11.6840506329114,8
"Armenia",-12.6840506329114,1
"Azerbaijan",-12.6840506329114,3
"Czech Republic",-12.6840506329114,8
"Dominican Republic",-12.6840506329114,1
"Ecuador",-12.6840506329114,10
"Andorra",-13.6840506329114,1
"Indonesia",-13.6840506329114,2
"Latvia",-13.6840506329114,1
"Morocco",-13.6840506329114,1
"Portugal",-13.6840506329114,5
"Saudi Arabia",-13.6840506329114,1
"Senegal",-13.6840506329114,4
"Argentina",-14.6840506329114,1
"Chile",-14.6840506329114,1
"Jordan",-14.6840506329114,1
"Ukraine",-14.6840506329114,1
"Faroe Islands",-15.6840506329114,1
"Gibraltar",-15.6840506329114,1
"Hungary",-15.6840506329114,2
"Liechtenstein",-15.6840506329114,1
"Poland",-15.6840506329114,1
"Saint Barthelemy",-15.6840506329114,3
"Tunisia",-15.6840506329114,1
"Hong Kong",26.3159493670886,105
"Japan",27.3159493670886,360
"Macau",27.3159493670886,10
"Mainland China",27.3159493670886,80422
"South Korea",27.3159493670886,6088
"Taiwan",27.3159493670886,44
"Thailand",27.3159493670886,47
"US",27.3159493670886,221
"Australia",24.3159493670886,55
"Brazil",-7.68405063291139,4
"Malaysia",24.3159493670886,50
"Mexico",-9.68405063291139,5
"Philippines",19.3159493670886,3
"Singapore",26.3159493670886,117
"Vietnam",26.3159493670886,16
"France",25.3159493670886,377
"Nepal",24.3159493670886,1
"Canada",23.3159493670886,37
"Cambodia",22.3159493670886,1
"Sri Lanka",22.3159493670886,1
"Germany",21.3159493670886,482
"Finland",20.3159493670886,12
"United Arab Emirates",20.3159493670886,29
"India",19.3159493670886,30
"Italy",18.3159493670886,3858
"Russia",18.3159493670886,4
"Sweden",18.3159493670886,94
"UK",18.3159493670886,115
"Spain",17.3159493670886,259
"Belgium",14.3159493670886,50
"Others",11.3159493670886,706
"Egypt",4.31594936708861,3
"Iran",-0.684050632911394,3513
"Israel",-2.68405063291139,16
"Lebanon",-2.68405063291139,16
"Iraq",-5.68405063291139,35
"Afghanistan",-5.68405063291139,1
"Bahrain",-5.68405063291139,55
"Kuwait",-5.68405063291139,58
"Oman",-5.68405063291139,16
"Algeria",-6.68405063291139,12
"Austria",-6.68405063291139,41
"Croatia",-6.68405063291139,10
"Switzerland",-6.68405063291139,114
"Georgia",-7.68405063291139,4
"Greece",-7.68405063291139,31
"North Macedonia",-7.68405063291139,1
"Norway",-7.68405063291139,87
"Pakistan",-7.68405063291139,5
"Romania",-7.68405063291139,6
"Denmark",-8.68405063291139,10
"Estonia",-8.68405063291139,3
"Netherlands",-8.68405063291139,82
"San Marino",-8.68405063291139,21
"Belarus",-9.68405063291139,6
"Iceland",-9.68405063291139,34
"Lithuania",-9.68405063291139,1
"New Zealand",-9.68405063291139,3
"Nigeria",-9.68405063291139,1
"Ireland",-10.6840506329114,6
"Luxembourg",-10.6840506329114,1
"Monaco",-10.6840506329114,1
"Qatar",-10.6840506329114,8
"Armenia",-11.6840506329114,1
"Azerbaijan",-11.6840506329114,6
"Czech Republic",-11.6840506329114,12
"Dominican Republic",-11.6840506329114,1
"Ecuador",-11.6840506329114,13
"Andorra",-12.6840506329114,1
"Indonesia",-12.6840506329114,2
"Latvia",-12.6840506329114,1
"Morocco",-12.6840506329114,2
"Portugal",-12.6840506329114,8
"Saudi Arabia",-12.6840506329114,5
"Senegal",-12.6840506329114,4
"Argentina",-13.6840506329114,1
"Chile",-13.6840506329114,4
"Jordan",-13.6840506329114,1
"Ukraine",-13.6840506329114,1
"Faroe Islands",-14.6840506329114,1
"Gibraltar",-14.6840506329114,1
"Hungary",-14.6840506329114,2
"Liechtenstein",-14.6840506329114,1
"Poland",-14.6840506329114,1
"Saint Barthelemy",-14.6840506329114,3
"Tunisia",-14.6840506329114,1
"Bosnia and Herzegovina",-15.6840506329114,2
"Palestine",-15.6840506329114,4
"Slovenia",-15.6840506329114,2
"South Africa",-15.6840506329114,1
"Hong Kong",27.3159493670886,107
"Japan",28.3159493670886,420
"Macau",28.3159493670886,10
"Mainland China",28.3159493670886,80573
"South Korea",28.3159493670886,6593
"Taiwan",28.3159493670886,45
"Thailand",28.3159493670886,48
"US",28.3159493670886,278
"Australia",25.3159493670886,60
"Brazil",-6.68405063291139,13
"Colombia",-15.6840506329114,1
"Malaysia",25.3159493670886,83
"Mexico",-8.68405063291139,6
"Philippines",20.3159493670886,5
"Singapore",27.3159493670886,130
"Vietnam",27.3159493670886,16
"France",26.3159493670886,653
"Nepal",25.3159493670886,1
"Canada",24.3159493670886,49
"Cambodia",23.3159493670886,1
"Sri Lanka",23.3159493670886,1
"Germany",22.3159493670886,670
"Finland",21.3159493670886,15
"United Arab Emirates",21.3159493670886,29
"India",20.3159493670886,31
"Italy",19.3159493670886,4636
"Russia",19.3159493670886,13
"Sweden",19.3159493670886,101
"UK",19.3159493670886,163
"Spain",18.3159493670886,400
"Belgium",15.3159493670886,109
"Others",12.3159493670886,696
"Egypt",5.31594936708861,15
"Iran",0.315949367088606,4747
"Israel",-1.68405063291139,21
"Lebanon",-1.68405063291139,22
"Iraq",-4.68405063291139,40
"Afghanistan",-4.68405063291139,1
"Bahrain",-4.68405063291139,60
"Kuwait",-4.68405063291139,58
"Oman",-4.68405063291139,16
"Algeria",-5.68405063291139,17
"Austria",-5.68405063291139,55
"Croatia",-5.68405063291139,11
"Switzerland",-5.68405063291139,214
"Georgia",-6.68405063291139,4
"Greece",-6.68405063291139,45
"North Macedonia",-6.68405063291139,3
"Norway",-6.68405063291139,108
"Pakistan",-6.68405063291139,6
"Romania",-6.68405063291139,9
"Denmark",-7.68405063291139,23
"Estonia",-7.68405063291139,10
"Netherlands",-7.68405063291139,128
"San Marino",-7.68405063291139,21
"Belarus",-8.68405063291139,6
"Iceland",-8.68405063291139,43
"Lithuania",-8.68405063291139,1
"New Zealand",-8.68405063291139,4
"Nigeria",-8.68405063291139,1
"Ireland",-9.68405063291139,18
"Luxembourg",-9.68405063291139,2
"Monaco",-9.68405063291139,1
"Qatar",-9.68405063291139,8
"Armenia",-10.6840506329114,1
"Azerbaijan",-10.6840506329114,6
"Czech Republic",-10.6840506329114,18
"Dominican Republic",-10.6840506329114,2
"Ecuador",-10.6840506329114,13
"Andorra",-11.6840506329114,1
"Indonesia",-11.6840506329114,4
"Latvia",-11.6840506329114,1
"Morocco",-11.6840506329114,2
"Portugal",-11.6840506329114,13
"Saudi Arabia",-11.6840506329114,5
"Senegal",-11.6840506329114,4
"Argentina",-12.6840506329114,2
"Chile",-12.6840506329114,4
"Jordan",-12.6840506329114,1
"Ukraine",-12.6840506329114,1
"Faroe Islands",-13.6840506329114,1
"Gibraltar",-13.6840506329114,1
"Hungary",-13.6840506329114,2
"Liechtenstein",-13.6840506329114,1
"Poland",-13.6840506329114,5
"Saint Barthelemy",-13.6840506329114,3
"Tunisia",-13.6840506329114,1
"Bosnia and Herzegovina",-14.6840506329114,2
"Palestine",-14.6840506329114,16
"Slovenia",-14.6840506329114,7
"South Africa",-14.6840506329114,1
"Bhutan",-15.6840506329114,1
"Cameroon",-15.6840506329114,1
"Costa Rica",-15.6840506329114,1
"Peru",-15.6840506329114,1
"Serbia",-15.6840506329114,1
"Slovakia",-15.6840506329114,1
"Togo",-15.6840506329114,1
"Vatican City",-15.6840506329114,1
"Hong Kong",28.3159493670886,108
"Japan",29.3159493670886,461
"Macau",29.3159493670886,10
"Mainland China",29.3159493670886,80652
"South Korea",29.3159493670886,7041
"Taiwan",29.3159493670886,45
"Thailand",29.3159493670886,50
"US",29.3159493670886,417
"Australia",26.3159493670886,63
"Brazil",-5.68405063291139,13
"Colombia",-14.6840506329114,1
"Malaysia",26.3159493670886,93
"Mexico",-7.68405063291139,6
"Philippines",21.3159493670886,6
"Singapore",28.3159493670886,138
"Vietnam",28.3159493670886,18
"France",27.3159493670886,949
"Nepal",26.3159493670886,1
"Canada",25.3159493670886,54
"Cambodia",24.3159493670886,1
"Sri Lanka",24.3159493670886,1
"Germany",23.3159493670886,799
"Finland",22.3159493670886,15
"United Arab Emirates",22.3159493670886,45
"India",21.3159493670886,34
"Italy",20.3159493670886,5883
"Russia",20.3159493670886,13
"Sweden",20.3159493670886,161
"UK",20.3159493670886,206
"Spain",19.3159493670886,500
"Belgium",16.3159493670886,169
"Others",13.3159493670886,696
"Egypt",6.31594936708861,15
"Iran",1.31594936708861,5823
"Israel",-0.684050632911394,21
"Lebanon",-0.684050632911394,22
"Iraq",-3.68405063291139,54
"Afghanistan",-3.68405063291139,1
"Bahrain",-3.68405063291139,85
"Kuwait",-3.68405063291139,61
"Oman",-3.68405063291139,16
"Algeria",-4.68405063291139,17
"Austria",-4.68405063291139,79
